index,exprimental,predicted
streptomyces_griseoflavus,27.0,27.71767043918229
pseudoalteromonas_piscicida,28.0,22.157663060337512
nocardia_farcinica,32.0,37.9848943795507
sulfurimonas_denitrificans,24.0,23.63082924491195
streptomyces_galbus,27.0,29.715054045401164
paenibacillus_odorifer,30.0,22.44926580996213
blastomyces_dermatitidis,31.0,20.477236857907144
vagococcus_penaei,30.0,27.94665886643975
legionella_hackeliae,37.0,31.402530098820552
nocardia_carnea,29.0,29.393388598340557
capronia_coronata,20.0,23.653443467640837
desulfurococcus_kamchatkensis,82.0,84.0999443097717
lactobacillus_jensenii,37.0,20.460805680955467
flavobacterium_filum,27.0,26.532396407948497
rhizobium_tibeticum,28.0,28.92498782302212
pichia_kudriavzevii,24.0,23.905879205129988
methylophaga_thiooxydans,28.0,21.842578594288973
staphylococcus_vitulinus,37.0,33.838942829668085
penicillium_steckii,24.0,18.9578752656638
nautilia_profundicola,43.0,48.81250388830032
methanocella_paludicola,37.0,39.532181019131755
mycoplasma_gallinarum,37.0,40.98328970415914
nosocomiicoccus_ampullae,32.0,31.36074367914881
acinetobacter_soli,29.0,28.710528021975072
malassezia_globosa,30.0,30.97564934227123
lactobacillus_malefermentans,29.0,27.638121303992655
thiocystis_violascens,25.0,32.28097843406675
slackia_piriformis,37.0,42.6965146235934
komagataeibacter_europaeus,30.0,29.753693084735755
bacillus_muralis,30.0,26.007674796183682
lachnoanaerobaculum_saburreum,37.0,38.36341714002269
mycoplasma_glycophilum,37.0,46.823282897423496
selenomonas_bovis,37.0,39.02059694409651
persephonella_marina,70.0,70.42652774986195
leptotrichia_shahii,37.0,43.58967039409691
methanothermobacter_marburgensis,60.0,59.307478069649605
prevotella_saccharolytica,37.0,35.9122062742575
collimonas_arenae,28.0,29.20173232434957
thermus_islandicus,65.0,69.3556019540064
colletotrichum_nymphaeae,20.0,22.721748405444238
chryseolinea_serpens,25.0,24.7090417054208
corynebacterium_efficiens,37.0,31.577954718746394
haloferax_prahovense,37.0,36.57373426898445
bacillus_pseudofirmus,31.0,32.63933420899697
neisseria_elongata,33.0,33.41727337320429
flavobacterium_piscis,30.0,20.894142216882962
methanoplanus_limicola,34.0,32.33363951635566
ornithinibacillus_californiensis,30.0,36.94020295276057
clostridium_septicum,37.0,30.932016688527295
cycloclasticus_pugetii,20.0,16.370286101554285
listeria_seeligeri,36.0,25.62377015832164
rhynchosporium_secalis,15.0,14.740952476561624
vibrio_atlanticus,25.0,21.197454371973368
enhygromyxa_salina,30.0,32.234173425096515
chryseobacterium_piperi,29.0,22.96331674495869
alicyclobacillus_ferrooxydans,30.0,34.58062163065424
longispora_albida,28.0,29.861461666210857
desulfitobacterium_hafniense,34.0,38.756609621496075
halanaerobium_saccharolyticum,37.0,39.916949710411366
streptomyces_decoyicus,29.0,25.750232584362998
vibrio_quintilis,28.0,30.4569053219219
aeromicrobium_erythreum,33.0,33.4376240222408
acinetobacter_johnsonii,29.0,28.704458874228035
oceanobacillus_caeni,32.0,43.30263050108696
jannaschia_rubra,25.0,22.10402287276245
comamonas_composti,28.0,25.219548700249458
sphingobium_ummariense,28.0,32.039129606487606
bacillus_cellulosilyticus,32.0,39.88253019555854
bacillus_novalis,30.0,34.7851586387264
photobacterium_sanctipauli,28.0,25.685742139056007
dokdonia_donghaensis,30.0,18.768794439019175
kordiimonas_gwangyangensis,36.0,22.045475665871685
corynebacterium_ulceribovis,37.0,35.046951079159086
campylobacter_showae,37.0,35.84842542012073
fretibacterium_fastidiosum,37.0,46.991530750750954
hydrocarboniphaga_effusa,29.0,19.786045554658948
carnimonas_nigrificans,30.0,23.726530665687797
celeribacter_indicus,25.0,32.354713587506666
lactobacillus_salivarius,37.0,48.5933918407613
actinomyces_radicidentis,37.0,17.448661962959626
capnocytophaga_sputigena,37.0,36.33282598229608
mycobacterium_colombiense,37.0,33.06332174907841
streptomyces_ipomoeae,27.0,31.33919632681076
actinomyces_suimastitidis,37.0,31.50721912937616
lactobacillus_shenzhenensis,37.0,33.30481143215919
xanthomonas_pisi,27.0,24.787287736238113
methylobacter_tundripaludum,22.0,19.17575308305517
rhizobium_sullae,28.0,33.01226373309011
bacillus_marmarensis,30.0,31.03425329465116
paenibacillus_borealis,30.0,23.125473211084255
mycobacterium_wolinskyi,32.0,32.347965944393586
aliivibrio_logei,18.0,15.90235978488322
nevskia_soli,28.0,28.269322809032346
bacillus_boroniphilus,30.0,37.93304995818477
clostridium_cellulolyticum,35.0,31.032304097356576
castellaniella_caeni,28.0,34.42053354564008
mycobacterium_kyorinense,37.0,34.03179620054225
paraburkholderia_mimosarum,30.0,34.79273094489452
timonella_senegalensis,30.0,22.899835312146926
haemophilus_haemolyticus,37.0,39.19144915430938
bdellovibrio_bacteriovorus,28.0,23.6948172778915
psychrobacter_phenylpyruvicus,31.0,23.82805878903607
herbaspirillum_frisingense,35.0,25.112147507647485
lactobacillus_nasuensis,30.0,28.69032124674806
achromobacter_insolitus,33.0,27.501840266042013
spiroplasma_diminutum,28.0,18.552668873662697
bordetella_bronchiseptica,36.0,35.327234374572186
janibacter_limosus,29.0,8.948506435537261
yersinia_frederiksenii,30.0,23.85549181103046
enhydrobacter_aerosaccus,37.0,22.38028316845278
ceraceosorus_bombacis,24.0,14.543160694888474
flavobacterium_columnare,23.0,25.1202651092454
thermogemmatispora_carboxidivorans,55.0,53.438021436370605
bartonella_florencae,37.0,33.70552406465714
helicobacter_acinonychis,37.0,29.630776000389726
jeotgalibacillus_soli,30.0,31.940986878542862
lactobacillus_ruminis,35.0,42.002703854519766
xenorhabdus_hominickii,30.0,23.054352222687513
roseburia_inulinivorans,37.0,41.61424380108278
thioalkalimicrobium_cyclicum,28.0,17.351192580508346
bacillus_subtilis,30.0,25.078555829713704
pseudomonas_fluorescens,28.0,29.09030134746319
centipeda_periodontii,37.0,32.3280838640133
pseudomonas_bauzanensis,28.0,28.890971064978054
kaistia_adipata,31.0,32.059249985394445
riemerella_anatipestifer,37.0,34.742231767810694
bacillus_simplex,29.0,26.80046615885822
chryseobacterium_jeonii,16.0,17.545009957515397
streptomyces_cyanoalbus,27.0,27.504358583959505
vulcanisaeta_souniana,85.0,81.38127546753158
streptococcus_phocae,35.0,17.89196538447075
gemmobacter_megaterium,28.0,33.566102213604395
hyphomonas_jannaschiana,30.0,28.36953851819146
lactobacillus_sharpeae,30.0,26.054528992097858
nocardia_brasiliensis,33.0,31.138828780687234
lactobacillus_algidus,18.0,17.799901386062757
penicillium_oxalicum,24.0,21.328556919307154
jannaschia_aquimarina,30.0,26.403847620044147
alloscardovia_omnicolens,37.0,42.241677434458516
daedalea_quercina,24.0,28.17134915374483
coprococcus_catus,37.0,33.94909773397988
chloroflexus_aurantiacus,49.0,52.495952537986675
lactobacillus_hordei,30.0,29.035007297401595
acinetobacter_bouvetii,30.0,25.60335339952902
enterobacter_hormaechei,32.0,35.766361874255495
sclerotinia_borealis,8.0,12.773761826273805
pirellula_staleyi,26.0,21.61904790905804
azospira_oryzae,33.0,32.86806913264177
helicobacter_heilmannii,37.0,37.667513227310906
trichophyton_equinum,27.0,24.383364453966557
paenibacillus_pectinilyticus,30.0,23.956841268458547
anoxybacillus_thermarum,55.0,55.64280412778869
nocardia_vermiculata,29.0,31.387058894749778
mycobacterium_chlorophenolicum,31.0,33.38020951239719
lactobacillus_kalixensis,37.0,38.05873986672334
mycobacterium_rhodesiae,36.0,33.10693174581107
corynebacterium_appendicis,37.0,34.68574749327958
porphyromonas_asaccharolytica,37.0,41.25718773401519
paenibacillus_antarcticus,19.0,23.174690186406764
vibrio_ruber,27.0,30.468064670936883
deinococcus_grandis,26.0,28.805768259336396
streptomyces_noursei,27.0,27.430816686020254
campylobacter_hyointestinalis,37.0,32.91166533832379
lactobacillus_amylovorus,37.0,38.06061894708005
coccidioides_posadasii,24.0,27.838043857858825
staphylococcus_auricularis,37.0,38.16276001808745
demequina_sediminicola,28.0,25.46727187166062
bacillus_fastidiosus,30.0,41.20328309387216
mycobacterium_abscessus,35.0,31.833312499451246
maribacter_dokdonensis,28.0,17.47523534683176
phaeospirillum_fulvum,26.0,26.541256045932737
alteromonas_mediterranea,23.0,22.835781921060416
amycolatopsis_decaplanina,29.0,32.15681260967649
tenacibaculum_ovolyticum,15.0,14.813869335265004
simkania_negevensis,25.0,39.14785171891728
millisia_brevis,29.0,23.662722663832245
pseudovibrio_axinellae,24.0,30.31696104775269
parabacteroides_distasonis,37.0,37.06098094150887
gelidibacter_algens,18.0,12.26923027002406
insolitispirillum_peregrinum,28.0,35.881732594990346
streptomyces_bungoensis,28.0,30.768596579228962
brevibacillus_brevis,33.0,30.534040060532508
levilinea_saccharolytica,37.0,39.06384508362394
taylorella_equigenitalis,37.0,25.77121753363935
streptococcus_plurextorum,37.0,31.60116900882024
lactobacillus_animalis,37.0,39.807249850826786
spiroplasma_chrysopicola,30.0,21.495307644970463
hydrococcus_rivularis,20.0,30.165217074730336
chelatococcus_daeguensis,37.0,44.32276718992826
methanobacterium_lacus,30.0,34.633730536902995
arthrobotrys_oligospora,24.0,29.159175306107862
lactobacillus_saerimneri,37.0,35.03379837375322
comamonas_testosteroni,29.0,22.255613568703033
debaryomyces_fabryi,24.0,23.052355016120856
acidisphaera_rubrifaciens,30.0,27.758991429038495
gordonia_jacobaea,28.0,27.762135453663056
salimicrobium_salexigens,37.0,30.656529176872915
geobacillus_jurassicus,55.0,58.487117540731525
bacillus_lentus,30.0,28.638512536530406
formosa_agariphila,21.0,15.55252705422167
bacillus_shackletonii,30.0,43.80862633555635
geoalkalibacter_subterraneus,37.0,34.513065505303665
natrialba_taiwanensis,37.0,41.72384228284274
bacteroides_clarus,37.0,37.9213873192304
halomonas_titanicae,37.0,24.99060498689728
cohnella_thermotolerans,32.0,36.767285238430645
streptomyces_tsukubensis,28.0,30.31271443851459
lacinutrix_algicola,18.0,12.458946672489787
streptomyces_griseoluteus,27.0,30.54148053045502
acidothermus_cellulolyticus,55.0,51.267644248809994
oceanospirillum_maris,29.0,21.527795079825754
spirosoma_panaciterrae,28.0,19.17286665966445
tepidibacter_formicigenes,45.0,45.357961824891106
dehalobacter_restrictus,30.0,41.04768524962802
paenibacillus_kribbensis,29.0,32.50475665264669
cellulosimicrobium_funkei,31.0,30.54617029509549
leishmania_infantum,25.0,24.353097360455497
chaetomium_thermophilum,44.0,42.47205898661395
bacillus_psychrosaccharolyticus,18.0,26.717303599196843
bacillus_tequilensis,30.0,24.39742988329559
coniosporium_apollinis,25.0,27.431055693482236
arhodomonas_aquaeolei,33.0,40.69846503656999
streptococcus_cristatus,37.0,39.0182468073833
salpingoeca_rosetta,25.0,25.42466336064387
desulfonatronum_thiodismutans,36.0,33.70149119236902
stenotrophomonas_koreensis,31.0,31.937214017490543
mariniradius_saccharolyticus,28.0,22.512528949518135
planktotalea_frisia,20.0,22.555782742810834
bacillus_luciferensis,30.0,27.58091224307073
listeria_ivanovii,36.0,25.946777737976806
aeromonas_sobria,31.0,22.57729025415422
pseudomonas_mendocina,34.0,34.49906206848197
nocardiopsis_alkaliphila,28.0,36.08510353785106
haloterrigena_thermotolerans,37.0,42.04081550151906
mycoplasma_molare,37.0,37.73768279122185
streptococcus_ratti,37.0,31.11526687328202
streptomyces_diastatochromogenes,27.0,28.46516229632694
campylobacter_gracilis,37.0,38.64349840272778
sphingomonas_phyllosphaerae,27.0,27.458237830301513
lachancea_dasiensis,23.0,18.885849744310327
sphingobium_chungbukense,29.0,31.50900913751233
oligella_ureolytica,33.0,31.258264993576113
mesonia_mobilis,28.0,21.97938165370127
streptococcus_devriesei,34.0,28.971671788307578
nitrincola_lacisaponensis,37.0,25.886256493727302
mycobacterium_heckeshornense,42.0,43.53758206471032
cladophialophora_bantiana,27.0,23.3571013906533
staphylococcus_pettenkoferi,37.0,34.10113770867928
methylocystis_rosea,26.0,30.090694852624228
mycoplasma_iowae,37.0,28.598124297359742
entomoplasma_luminosum,30.0,12.449264073731708
exidia_glandulosa,24.0,27.87931515097856
pararhodospirillum_photometricum,25.0,36.782945050731236
haemophilus_parasuis,37.0,35.16265193239836
gramella_forsetii,24.0,20.186221279949578
lewinella_cohaerens,27.0,23.707526171753116
pseudomonas_brassicacearum,28.0,30.19010413076521
bacillus_gaemokensis,30.0,32.46749330041491
eubacterium_limosum,37.0,41.21448630377125
planobispora_rosea,28.0,33.541141706736994
aeropyrum_pernix,90.0,87.11268728023268
porphyromonas_cangingivalis,37.0,40.689478496209205
pediococcus_damnosus,26.0,17.158484677252005
mycoplasma_pirum,37.0,26.48997303793095
chromohalobacter_israelensis,29.0,26.582302931821204
aspergillus_versicolor,24.0,23.689735163961263
mycobacterium_africanum,37.0,32.031606002776726
nitrosomonas_cryotolerans,26.0,26.383023779136376
turicella_otitidis,37.0,34.55010866966947
clostridium_sticklandii,36.0,35.82140924074538
chryseobacterium_haifense,29.0,21.836766144455787
nocardia_asteroides,31.0,28.141070722612227
bipolaris_victoriae,25.0,23.653655194625685
methyloceanibacter_caenitepidi,35.0,33.75542026035684
clavibacter_michiganensis,28.0,22.02241815215173
fervidicoccus_fontis,80.0,76.19632784725891
leptospira_alstonii,30.0,23.958675759377513
bacillus_indicus,30.0,28.512926311151144
lactobacillus_delbrueckii,37.0,28.97213786184599
natrialba_aegyptia,37.0,43.87935747546545
vibrio_harveyi,29.0,25.537432912595964
tetrasphaera_australiensis,28.0,21.91302391822658
methanosarcina_horonobensis,37.0,39.17474775545339
flavobacterium_antarcticum,16.0,21.148070198845666
tepidanaerobacter_syntrophicus,45.0,43.214937549714115
corynebacterium_pseudodiphtheriticum,35.0,33.72861695479035
thermosediminibacter_oceani,67.0,65.35280612410574
streptacidiphilus_oryzae,28.0,31.39022593364653
snodgrassella_alvi,37.0,21.105872424399713
marinobacter_daepoensis,30.0,31.49416680116101
sulfobacillus_acidophilus,45.0,48.469781438629084
caldimonas_manganoxidans,48.0,44.991148738286824
pediococcus_acidilactici,35.0,36.34139393382613
nitrobacter_hamburgensis,28.0,31.18700213097121
desulfovibrio_alkalitolerans,40.0,41.523298109767694
streptomyces_auratus,28.0,25.847492416460057
chryseobacterium_luteum,28.0,31.85618079648414
mitsuokella_multacida,37.0,37.22357677004739
fusarium_verticillioides,25.0,25.59894639332464
listeria_welshimeri,36.0,27.615933749094914
natronobacterium_gregoryi,37.0,51.49260524661093
ruminococcus_gnavus,37.0,38.647994899416986
pseudonocardia_acaciae,37.0,34.7451158164136
methylococcus_capsulatus,41.0,36.805130681438186
mycobacterium_immunogenum,35.0,31.892921960927293
aliifodinibius_roseus,28.0,35.89649596414568
mycoplasma_hyorhinis,37.0,46.85311060166494
bacillus_flexus,29.0,34.34930726775346
prevotella_bergensis,37.0,34.721133780737034
thiomicrospira_kuenenii,25.0,25.466570608418863
penicillium_rubens,24.0,21.719553573422584
corynebacterium_phocae,37.0,37.935513094990654
moritella_viscosa,16.0,13.106892106536428
cellvibrio_japonicus,37.0,32.38679813314767
tetragenococcus_solitarius,37.0,34.3995491797022
mycobacterium_neworleansense,37.0,33.18497739359121
lactobacillus_zymae,34.0,32.80217023493936
oenococcus_kitaharae,30.0,29.95461653148632
aerococcus_christensenii,34.0,29.316810901200974
promicromonospora_kroppenstedtii,28.0,27.23804734052376
corallococcus_coralloides,28.0,32.524032451918956
gonapodya_prolifera,20.0,24.857107307564625
bacillus_rhizosphaerae,28.0,28.616927088887042
erysipelothrix_tonsillarum,37.0,27.505619288141844
mycobacterium_pseudoshottsii,26.0,31.369650886137265
streptococcus_equi,37.0,31.61088067613579
alistipes_timonensis,37.0,46.82500968926642
verrucosispora_maris,28.0,36.272085269254
trichoderma_harzianum,25.0,25.113664213681147
desulfosporosinus_youngiae,35.0,30.944701271197946
planococcus_antarcticus,18.0,21.17919214281878
mycobacterium_nebraskense,34.0,36.32867783333362
dickeya_dianthicola,30.0,34.1817637108682
actinomyces_nasicola,37.0,30.31729697869585
mycobacterium_franklinii,34.0,30.70210178766563
penicillium_roqueforti,24.0,22.226234650201057
parachlamydia_acanthamoebae,25.0,44.73914886993455
novosphingobium_lentum,20.0,30.844896024813277
leptomonas_pyrrhocoris,25.0,25.86990981025434
pectobacterium_carotovorum,27.0,28.163092241609295
paenibacillus_graminis,30.0,23.869472123725366
methanothermobacter_wolfeii,60.0,60.95017050180331
magnetospirillum_magnetotacticum,30.0,18.51595040682244
leuconostoc_gelidum,24.0,12.73403516075459
lechevalieria_aerocolonigenes,28.0,33.54622976626896
rhizobium_selenitireducens,30.0,29.99143396967474
listeria_newyorkensis,30.0,26.48376512856187
mycobacterium_arupense,37.0,35.865200418956434
pseudomonas_composti,28.0,35.35424992044136
rhodococcus_rhodochrous,29.0,37.21252683042205
bartonella_alsatica,37.0,39.785476410479966
clostridium_litorale,29.0,23.870050713977957
zobellia_uliginosa,26.0,20.50482613815514
neisseria_flavescens,37.0,31.100291619436184
trichophyton_interdigitale,26.0,23.852537390738963
pediococcus_claussenii,31.0,18.48117361695503
lactobacillus_sucicola,30.0,33.51299061010669
sphaerotilus_natans,26.0,32.47486746744839
natronococcus_occultus,37.0,51.98096436478367
streptomyces_scabiei,28.0,29.39094659966234
methylomicrobium_album,30.0,28.841542154594755
gordonia_alkanivorans,30.0,28.218393146150284
leishmania_braziliensis,25.0,24.184599263812878
prevotella_nigrescens,37.0,37.7583867824886
rhodococcus_koreensis,29.0,24.196429149961048
kazachstania_africana,24.0,23.6222935289497
moritella_dasanensis,10.0,10.763746018773631
corynebacterium_bovis,36.0,25.911073439048945
paenibacillus_larvae,32.0,39.00476626597397
xanthophyllomyces_dendrorhous,21.0,19.275343896298967
shewanella_frigidimarina,16.0,13.289136733340769
crinalium_epipsammum,25.0,22.99461034212177
lactobacillus_kullabergensis,33.0,26.785048442503594
sulfurospirillum_barnesii,30.0,38.41598815012734
methanobrevibacter_arboriphilus,37.0,21.33994830955109
acinetobacter_venetianus,29.0,30.579398084364836
thermobifida_cellulosilytica,45.0,45.4600241893524
sulfuricurvum_kujiense,25.0,34.530986648273625
entamoeba_histolytica,35.0,20.059190153862936
nocardia_cerradoensis,29.0,31.806872926468344
thermoactinomyces_daqus,55.0,52.348938608131164
chlorobium_ferrooxidans,25.0,26.916795618905482
myroides_xuanwuensis,28.0,24.422114581996684
streptobacillus_felis,37.0,49.23744097295025
capnocytophaga_canis,37.0,37.38238885473146
serinicoccus_marinus,30.0,18.762366884877274
porphyromonas_levii,37.0,29.869233476401654
cesiribacter_andamanensis,33.0,31.501940217872935
sphingobium_japonicum,29.0,23.563369344275998
reinekea_blandensis,28.0,22.11549104845156
aequorivita_viscosa,28.0,29.14616869221763
anncaliia_algerae,30.0,34.0577389934194
pseudobutyrivibrio_xylanivorans,38.0,43.37630737615971
paenarthrobacter_aurescens,30.0,25.38649988138124
nonlabens_ulvanivorans,22.0,22.31764191532662
magnetospirillum_marisnigri,28.0,24.754672830598928
campylobacter_sputorum,37.0,30.497382093723562
clostridium_chauvoei,37.0,33.72335913223266
nocardia_kruczakiae,29.0,33.589177415398865
domibacillus_robiginosus,30.0,29.492654052614682
nocardia_mikamii,28.0,33.07235531094433
exiguobacterium_aurantiacum,30.0,31.130248294063975
aspergillus_terreus,26.0,28.848903132777018
cryobacterium_roopkundense,8.0,11.126310870922016
hoyosella_altamirensis,29.0,29.897951249363867
neisseria_mucosa,34.0,30.66489249530812
corynebacterium_pyruviciproducens,37.0,39.68068234312754
stackebrandtia_nassauensis,29.0,28.495801997494095
stachybotrys_chartarum,24.0,22.99290700440183
polyangium_brachysporum,26.0,33.41473794061722
enterococcus_ureilyticus,37.0,27.50389009822321
variovorax_boronicumulans,28.0,24.61025834468033
pseudoalteromonas_translucida,27.0,17.059904684464946
clostridium_novyi,37.0,32.28730117348424
aliivibrio_salmonicida,10.0,10.036706477559846
nocardia_jejuensis,29.0,28.729537627293418
vibrio_toranzoniae,28.0,23.82768446563633
allokutzneria_albata,28.0,34.53296160682183
burkholderia_vietnamiensis,29.0,37.55901730975093
thalassobacter_stenotrophicus,25.0,23.605452951854073
photobacterium_halotolerans,28.0,32.08646544079532
paraburkholderia_caledonica,30.0,28.705758959901456
sphingomonas_yabuuchiae,30.0,26.75570475934309
reyranella_massiliensis,32.0,30.480261217987337
ferrimonas_balearica,28.0,34.57043867024852
pseudomonas_citronellolis,29.0,35.09764318970371
methylobacterium_phyllosphaerae,28.0,37.731191344681704
streptomyces_alboviridis,28.0,24.700619807059493
gloeobacter_violaceus,26.0,33.920602107662
flavobacterium_soli,27.0,21.70818743924238
thiolapillus_brandeum,35.0,36.18779845598408
legionella_moravica,37.0,36.12406470210728
atopococcus_tabaci,29.0,38.89281447399534
ophiostoma_piceae,25.0,16.324274299808437
cronobacter_universalis,37.0,36.28751918240093
acaricomes_phytoseiuli,25.0,31.2572301982694
pyrococcus_horikoshii,95.0,93.97698817976146
streptomyces_pseudovenezuelae,27.0,28.94636694500639
moraxella_cuniculi,37.0,29.91837587091309
ralstonia_insidiosa,31.0,28.930383653531926
corynebacterium_argentoratense,29.0,47.81832608884645
corynebacterium_frankenforstense,29.0,34.29622526433362
bartonella_elizabethae,37.0,33.65227662512373
lampropedia_cohaerens,38.0,30.058655893810368
solirubrobacter_soli,28.0,33.61599605700798
mycobacterium_malmoense,37.0,39.19743550097075
helicobacter_typhlonius,37.0,36.43628186322659
candida_albicans,26.0,24.185686560261413
fusarium_culmorum,24.0,23.77768255620126
nocardia_soli,28.0,24.693928186908316
chryseobacterium_ureilyticum,28.0,25.08010945280227
phaeobacter_inhibens,24.0,26.186246715901092
streptomyces_hokutonensis,28.0,30.45731768067896
dermacoccus_nishinomiyaensis,31.0,22.617938212969094
xylella_fastidiosa,27.0,29.000051988230297
tomitella_biformata,17.0,19.49999731778192
amphritea_japonica,20.0,16.03817953502225
anaerofustis_stercorihominis,37.0,38.035993748466424
citrobacter_sedlakii,32.0,37.13407260530674
pectobacterium_wasabiae,27.0,28.272855986618424
methylocella_silvestris,23.0,25.35236145195201
haloferax_sulfurifontis,37.0,34.261784202646595
lactobacillus_paralimentarius,31.0,22.678581079238114
paraburkholderia_terricola,30.0,32.7312807747816
algoriphagus_mannitolivorans,37.0,18.008892863056538
enterococcus_gallinarum,37.0,36.308897368292435
sinomonas_atrocyanea,28.0,27.753501490156957
pseudomonas_zeshuii,28.0,23.688226050592775
mesoplasma_grammopterae,30.0,22.62525608636708
streptococcus_thoraltensis,37.0,36.18739312516729
xanthomonas_translucens,27.0,29.238020644511803
methylomonas_methanica,28.0,22.357212002823495
agrobacterium_tumefaciens,28.0,29.15108509450433
desulfobulbus_elongatus,36.0,29.075797417124296
mycoplasma_penetrans,37.0,16.16458232702515
corynebacterium_doosanense,28.0,26.355998435088853
pontibacillus_marinus,30.0,34.48057717916742
acinetobacter_parvus,30.0,27.65402732948664
chryseobacterium_caeni,29.0,28.937636771171096
colletotrichum_fioriniae,25.0,21.65475116195705
delftia_lacustris,29.0,20.538183906296993
streptomyces_fradiae,27.0,28.154911382659773
streptococcus_thermophilus,38.0,32.727186322179925
streptococcus_dentasini,37.0,30.872516218883625
aerococcus_urinaehominis,37.0,42.92950969239776
bacillus_methylotrophicus,30.0,22.136057438357156
lactobacillus_coryniformis,32.0,31.15977789937545
streptococcus_minor,37.0,35.015227620024454
shewanella_woodyi,16.0,10.792783251144598
thioclava_pacifica,28.0,27.232219419220474
stereum_hirsutum,25.0,20.247207606926633
bifidobacterium_cuniculi,37.0,38.009273569218465
vibrio_renipiscarius,25.0,21.832518704481316
brachybacterium_muris,31.0,25.245402783465856
mesorhizobium_amorphae,29.0,25.645977002202056
streptococcus_pseudopneumoniae,37.0,37.0359111016681
prevotella_paludivivens,37.0,31.085031786773
sporolactobacillus_laevolacticus,29.0,35.96168784118576
prevotella_loescheii,37.0,27.507278171977653
helicobacter_pylori,37.0,40.325997180302394
acidovorax_oryzae,26.0,20.437470708823973
nannizzia_gypsea,25.0,23.60234078248447
phlebiopsis_gigantea,24.0,24.634198034752394
roseomonas_aerilata,30.0,29.921146091351755
bordetella_petrii,34.0,35.1159394755129
scardovia_wiggsiae,35.0,39.93805519344774
pseudomonas_geniculata,26.0,29.54466913056968
halorubrum_kocurii,37.0,37.78789163398882
actinokineospora_spheciospongiae,28.0,25.309196819438366
gluconobacter_roseus,26.0,26.16298392558424
thermomonas_hydrothermalis,51.0,49.49722499564982
pelagibaca_bermudensis,30.0,29.758791411174442
lactobacillus_composti,34.0,27.389342774771016
corynebacterium_terpenotabidum,35.0,18.94692361814242
actinobacillus_pleuropneumoniae,37.0,32.804715985111514
